From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9DBJ1	Q9DBJ1	reviewed	PGAM1_MOUSE	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	Pgam1	Mus musculus (Mouse)	254
Q9DBK7	Q9DBK7	reviewed	UBA7_MOUSE	Ubiquitin-like modifier-activating enzyme 7 (Ubiquitin-activating enzyme 7) (EC 6.2.1.-) (Ubiquitin-activating enzyme E1 homolog)	Uba7 Ube1l	Mus musculus (Mouse)	977
Q9DBL1	Q9DBL1	reviewed	ACDSB_MOUSE	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	Acadsb	Mus musculus (Mouse)	432
Q9DBL2	Q9DBL2	reviewed	GDAP2_MOUSE	Ganglioside-induced differentiation-associated protein 2	Gdap2	Mus musculus (Mouse)	498
Q9DBL7	Q9DBL7	reviewed	COASY_MOUSE	Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	Coasy Ukr1	Mus musculus (Mouse)	563
Q9DBL9-2	Q9DBL9	reviewed	ABHD5_MOUSE	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 (EC 2.3.1.51) (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58) (Protein CGI-58)	Abhd5	Mus musculus (Mouse)	351
Q9DBM1	Q9DBM1	reviewed	GPTC1_MOUSE	G patch domain-containing protein 1	Gpatch1 Gpatc1	Mus musculus (Mouse)	930
Q9DBM2	Q9DBM2	reviewed	ECHP_MOUSE	Peroxisomal bifunctional enzyme (PBE) (PBFE) (L-peroxisomal bifunctional enzyme) (L-PBE) (Multifunctional enzyme 1) (MFE1) (Multifunctional protein 1) (MFP-1) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	Ehhadh L-pbe	Mus musculus (Mouse)	718
Q9DBN5	Q9DBN5	reviewed	LONP2_MOUSE	Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease)	Lonp2	Mus musculus (Mouse)	852
Q9DBN9	Q9DBN9	reviewed	DDX59_MOUSE	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	Ddx59 Znhit5	Mus musculus (Mouse)	619
Q9DBP5	Q9DBP5	reviewed	KCY_MOUSE	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	Cmpk1 Cmk Cmpk Uck Umk Umpk	Mus musculus (Mouse)	196
Q9DBQ7	Q9DBQ7	reviewed	PACE1_MOUSE	Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3)	Scyl3 Pace1	Mus musculus (Mouse)	735
Q9DBR0	Q9DBR0	reviewed	AKAP8_MOUSE	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	Akap8 Akap95	Mus musculus (Mouse)	687
Q9DBR1-2	Q9DBR1	reviewed	XRN2_MOUSE	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Protein Dhm1)	Xrn2 Dhm1	Mus musculus (Mouse)	951
Q9DBR7	Q9DBR7	reviewed	MYPT1_MOUSE	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1)	Ppp1r12a Mypt1	Mus musculus (Mouse)	1029
Q9DBS1	Q9DBS1	reviewed	TMM43_MOUSE	Transmembrane protein 43 (Protein LUMA)	Tmem43	Mus musculus (Mouse)	400
Q9DBS2	Q9DBS2	reviewed	TPRGL_MOUSE	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A)	Tprg1l Fam79a Mover Tprgl	Mus musculus (Mouse)	266
Q9DBS5	Q9DBS5	reviewed	KLC4_MOUSE	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	Klc4 Knsl8	Mus musculus (Mouse)	619
Q9DBS8	Q9DBS8	reviewed	POC5_MOUSE	Centrosomal protein POC5 (Protein of centriole 5)	Poc5	Mus musculus (Mouse)	558
Q9DBS9	Q9DBS9	reviewed	OSBL3_MOUSE	Oxysterol-binding protein-related protein 3 (ORP-3) (OSBP-related protein 3)	Osbpl3 Orp3	Mus musculus (Mouse)	855
Q9DBT3	Q9DBT3	reviewed	CCD97_MOUSE	Coiled-coil domain-containing protein 97	Ccdc97 D7Ertd462e	Mus musculus (Mouse)	340
Q9DBU0	Q9DBU0	reviewed	TM9S1_MOUSE	Transmembrane 9 superfamily member 1	Tm9sf1	Mus musculus (Mouse)	606
Q9DBU3	Q9DBU3	reviewed	RIOK3_MOUSE	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3)	Riok3	Mus musculus (Mouse)	519
Q9DBU5	Q9DBU5	reviewed	RNF6_MOUSE	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RLIM-like protein)	Rnf6	Mus musculus (Mouse)	667
Q9DBU6	Q9DBU6	reviewed	RSRC1_MOUSE	Serine/Arginine-related protein 53 (SRrp53) (Arginine/serine-rich coiled-coil protein 1)	Rsrc1 Srrp53	Mus musculus (Mouse)	334
Q9DBV3	Q9DBV3	reviewed	DHX34_MOUSE	Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34) (DExH-box helicase 34)	Dhx34 Ddx34 Kiaa0134	Mus musculus (Mouse)	1145
Q9DBW3	Q9DBW3	reviewed	NATD1_MOUSE	Protein NATD1 (Gene trap locus protein F3-2) (Gene trap locus protein F3b) (N-acetyltransferase domain-containing protein 1)	Natd1 Gm16515 Gtlf3b	Mus musculus (Mouse)	110
Q9DBX2	Q9DBX2	reviewed	PHLP_MOUSE	Phosducin-like protein (PHLP)	Pdcl PhLP1	Mus musculus (Mouse)	301
Q9DBY0-2	Q9DBY0	reviewed	FOXP4_MOUSE	Forkhead box protein P4 (Fork head-related protein-like A) (mFKHLA)	Foxp4	Mus musculus (Mouse)	795
Q9DBY1	Q9DBY1	reviewed	SYVN1_MOUSE	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	Syvn1 Hrd1 Kiaa1810	Mus musculus (Mouse)	612
Q9DBY5	Q9DBY5	reviewed	CBX6_MOUSE	Chromobox protein homolog 6	Cbx6	Mus musculus (Mouse)	414
Q9DBY8	Q9DBY8	reviewed	NVL_MOUSE	Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)	Nvl	Mus musculus (Mouse)	855
Q9DBZ1	Q9DBZ1	reviewed	IKIP_MOUSE	Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein)	Ikbip Ikip	Mus musculus (Mouse)	373
Q9DBZ1-2	Q9DBZ1	reviewed	IKIP_MOUSE	Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein)	Ikbip Ikip	Mus musculus (Mouse)	373
Q9DBZ5	Q9DBZ5	reviewed	EIF3K_MOUSE	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25)	Eif3k Eif3s12	Mus musculus (Mouse)	218
Q9DC16	Q9DC16	reviewed	ERGI1_MOUSE	Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)	Ergic1 Ergic32	Mus musculus (Mouse)	290
Q9DC22	Q9DC22	reviewed	DCAF6_MOUSE	DDB1- and CUL4-associated factor 6 (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	Dcaf6 Iqwd1	Mus musculus (Mouse)	876
Q9DC23	Q9DC23	reviewed	DJC10_MOUSE	DnaJ homolog subfamily C member 10 (EC 1.8.4.-) (Endoplasmic reticulum DNA J domain-containing protein 5) (ER-resident protein ERdj5) (ERdj5) (Endoplasmic reticulum DnaJ-PDI fusion protein 1) (J domain-containing protein disulfide isomerase-like protein) (J domain-containing PDI-like protein) (JPDI)	Dnajc10 Erdj5 Jpdi	Mus musculus (Mouse)	793
Q9DC28-2	Q9DC28	reviewed	KC1D_MOUSE	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	Csnk1d Hckid	Mus musculus (Mouse)	415
Q9DC29	Q9DC29	reviewed	ABCB6_MOUSE	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5)	Abcb6	Mus musculus (Mouse)	842
Q9DC33	Q9DC33	reviewed	HM20A_MOUSE	High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein HMGX1) (Inhibitor of BRAF35) (iBRAF)	Hmg20a Ibraf	Mus musculus (Mouse)	346
Q9DC37	Q9DC37	reviewed	MFSD1_MOUSE	Lysosomal dipeptide transporter MFSD1 (Major facilitator superfamily domain-containing protein 1)	Mfsd1	Mus musculus (Mouse)	464
Q9DC40	Q9DC40	reviewed	TELO2_MOUSE	Telomere length regulation protein TEL2 homolog	Telo2 Kiaa0683	Mus musculus (Mouse)	840
Q9DC47	Q9DC47	unreviewed	Q9DC47_MOUSE	Zinc finger protein 869	Zfp869	Mus musculus (Mouse)	529
Q9DC48	Q9DC48	reviewed	PRP17_MOUSE	Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (PRP17 homolog)	Cdc40 Prp17 Prpf17	Mus musculus (Mouse)	579
Q9DC50	Q9DC50	reviewed	OCTC_MOUSE	Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)	Crot Cot	Mus musculus (Mouse)	612
Q9DC51	Q9DC51	reviewed	GNAI3_MOUSE	Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3)	Gnai3	Mus musculus (Mouse)	354
Q9DC61	Q9DC61	reviewed	MPPA_MOUSE	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55)	Pmpca Inpp5e	Mus musculus (Mouse)	524
Q9DC63-2	Q9DC63	reviewed	FBX3_MOUSE	F-box only protein 3	Fbxo3 Fba Fbx3	Mus musculus (Mouse)	480
Q9DC69	Q9DC69	reviewed	NDUA9_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	Ndufa9	Mus musculus (Mouse)	377
Q9DC70	Q9DC70	reviewed	NDUS7_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Ndufs7	Mus musculus (Mouse)	224
Q9DC71	Q9DC71	reviewed	RT15_MOUSE	Small ribosomal subunit protein uS15m (28S ribosomal protein S15, mitochondrial) (MRP-S15) (S15mt)	Mrps15 Rpms15	Mus musculus (Mouse)	258
Q9DCA2	Q9DCA2	reviewed	RT11_MOUSE	Small ribosomal subunit protein uS11m (28S ribosomal protein S11, mitochondrial) (MRP-S11) (S11mt)	Mrps11	Mus musculus (Mouse)	191
Q9DCA5	Q9DCA5	reviewed	BRX1_MOUSE	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	Brix1 Brix Bxdc2	Mus musculus (Mouse)	353
Q9DCB8	Q9DCB8	reviewed	ISCA2_MOUSE	Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)	Isca2 Hbld1	Mus musculus (Mouse)	154
Q9DCC4	Q9DCC4	reviewed	P5CR3_MOUSE	Pyrroline-5-carboxylate reductase 3 (P5C reductase 3) (P5CR 3) (EC 1.5.1.2) (Pyrroline-5-carboxylate reductase-like protein)	Pycr3 Pycrl	Mus musculus (Mouse)	274
Q9DCC8	Q9DCC8	reviewed	TOM20_MOUSE	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	Tomm20	Mus musculus (Mouse)	145
Q9DCD0	Q9DCD0	reviewed	6PGD_MOUSE	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Pgd	Mus musculus (Mouse)	483
Q9DCD2	Q9DCD2	reviewed	SYF1_MOUSE	Pre-mRNA-splicing factor SYF1 (XPA-binding protein 2)	Xab2 Syf1	Mus musculus (Mouse)	855
Q9DCD5-2	Q9DCD5	reviewed	TJAP1_MOUSE	Tight junction-associated protein 1 (Protein incorporated later into tight junctions) (Tight junction protein 4)	Tjap1 Pilt Tjp4	Mus musculus (Mouse)	549
Q9DCD6	Q9DCD6	reviewed	GBRAP_MOUSE	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein)	Gabarap	Mus musculus (Mouse)	117
Q9DCE5	Q9DCE5	reviewed	PK1IP_MOUSE	p21-activated protein kinase-interacting protein 1 (PAK1-interacting protein 1) (Putative PAK inhibitor Skb15)	Pak1ip1	Mus musculus (Mouse)	382
Q9DCE9	Q9DCE9	reviewed	IRGM3_MOUSE	Immunity-related GTPase family M protein 3 (EC 3.6.5.-) (Interferon gamma-induced GTPase)	Igtp Irgm3	Mus musculus (Mouse)	423
Q9DCF9-2	Q9DCF9	reviewed	SSRG_MOUSE	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)	Ssr3	Mus musculus (Mouse)	185
Q9DCG9	Q9DCG9	reviewed	TR112_MOUSE	Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)	Trmt112	Mus musculus (Mouse)	125
Q9DCH2	Q9DCH2	reviewed	POP7_MOUSE	Ribonuclease P protein subunit p20 (RNaseP protein p20)	Pop7 Rpp20	Mus musculus (Mouse)	140
Q9DCH4	Q9DCH4	reviewed	EIF3F_MOUSE	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Eif3f Eif3s5	Mus musculus (Mouse)	361
Q9DCH6	Q9DCH6	reviewed	ZFAN6_MOUSE	AN1-type zinc finger protein 6 (Associated with PRK1 protein) (Zinc finger A20 domain-containing protein 3)	Zfand6 Awp1 Za20d3	Mus musculus (Mouse)	223
Q9DCI3	Q9DCI3	reviewed	STR3N_MOUSE	STARD3 N-terminal-like protein (MLN64 N-terminal domain homolog)	Stard3nl Mentho	Mus musculus (Mouse)	235
Q9DCI9	Q9DCI9	reviewed	RM32_MOUSE	Large ribosomal subunit protein bL32m (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32) (Heart-expressed gene 1 protein)	Mrpl32 Heg1	Mus musculus (Mouse)	187
Q9DCJ1	Q9DCJ1	reviewed	LST8_MOUSE	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	Mlst8 Gbl Lst8	Mus musculus (Mouse)	326
Q9DCJ5	Q9DCJ5	reviewed	NDUA8_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Ndufa8	Mus musculus (Mouse)	172
Q9DCJ7	Q9DCJ7	reviewed	AKIP_MOUSE	Small ribosomal subunit protein mS38 (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Aurora kinase A-interacting protein) (AURKA-interacting protein)	Aurkaip1 Aip Akip Mrps38	Mus musculus (Mouse)	200
Q9DCL2	Q9DCL2	reviewed	CIA2A_MOUSE	Cytosolic iron-sulfur assembly component 2A (MIP18 family protein FAM96A)	Ciao2a Fam96a	Mus musculus (Mouse)	160
Q9DCL4	Q9DCL4	reviewed	MET15_MOUSE	12S rRNA N(4)-cytidine methyltransferase METTL15 (12S rRNA m4C methyltransferase) (EC 2.1.1.-) (Methyltransferase 5 domain-containing protein 1) (Methyltransferase-like protein 15)	Mettl15 Mett5d1	Mus musculus (Mouse)	406
Q9DCL8	Q9DCL8	reviewed	IPP2_MOUSE	Protein phosphatase inhibitor 2 (IPP-2)	Ppp1r2	Mus musculus (Mouse)	206
Q9DCL9	Q9DCL9	reviewed	PUR6_MOUSE	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	Paics	Mus musculus (Mouse)	425
Q9DCM0	Q9DCM0	reviewed	ETHE1_MOUSE	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)	Ethe1 Hsco	Mus musculus (Mouse)	254
Q9DCM2	Q9DCM2	reviewed	GSTK1_MOUSE	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (mGSTK1) (Glutathione S-transferase subunit 13)	Gstk1	Mus musculus (Mouse)	226
Q9DCN2-2	Q9DCN2	reviewed	NB5R3_MOUSE	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)	Cyb5r3 Dia1	Mus musculus (Mouse)	301
Q9DCN7	Q9DCN7	reviewed	RNFT1_MOUSE	E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (RING finger and transmembrane domain-containing protein 1)	Rnft1	Mus musculus (Mouse)	395
Q9DCR2	Q9DCR2	reviewed	AP3S1_MOUSE	AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a)	Ap3s1	Mus musculus (Mouse)	193
Q9DCS2	Q9DCS2	reviewed	MTL26_MOUSE	Methyltransferase-like 26	Mettl26	Mus musculus (Mouse)	204
Q9DCS3	Q9DCS3	reviewed	MECR_MOUSE	Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase) (Nuclear receptor-binding factor 1) (NRBF-1)	Mecr Nrbf1	Mus musculus (Mouse)	373
Q9DCS9	Q9DCS9	reviewed	NDUBA_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)	Ndufb10	Mus musculus (Mouse)	176
Q9DCT1	Q9DCT1	reviewed	AKCL2_MOUSE	1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E1) (Aldo-keto reductase family 1 member E2)	Akr1e2 Akr1cl2 Akr1e1	Mus musculus (Mouse)	301
Q9DCT2	Q9DCT2	reviewed	NDUS3_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	Ndufs3	Mus musculus (Mouse)	263
Q9DCT5	Q9DCT5	reviewed	SDF2_MOUSE	Stromal cell-derived factor 2 (SDF-2)	Sdf2	Mus musculus (Mouse)	211
Q9DCT6-2	Q9DCT6	reviewed	BAP18_MOUSE	BPTF-associated chromatin complex component 1 (BPTF-associated protein of 18 kDa) (Chromatin complexes subunit BAP18)	Bacc1 Bap18	Mus musculus (Mouse)	171
Q9DCT8	Q9DCT8	reviewed	CRIP2_MOUSE	Cysteine-rich protein 2 (CRP-2) (Heart LIM protein)	Crip2 Crp2 Hlp	Mus musculus (Mouse)	208
Q9DCU6	Q9DCU6	reviewed	RM04_MOUSE	Large ribosomal subunit protein uL4m (39S ribosomal protein L4, mitochondrial) (L4mt) (MRP-L4)	Mrpl4 MNCb-3848	Mus musculus (Mouse)	294
Q9DCV4	Q9DCV4	reviewed	RMD1_MOUSE	Regulator of microtubule dynamics protein 1 (RMD-1) (mRMD-1) (Microtubule-associated protein) (Protein FAM82B)	Rmdn1 Fam82b	Mus musculus (Mouse)	305
Q9DCW4	Q9DCW4	reviewed	ETFB_MOUSE	Electron transfer flavoprotein subunit beta (Beta-ETF)	Etfb	Mus musculus (Mouse)	255
Q9DCX1	Q9DCX1	reviewed	MD2BP_MOUSE	MAD2L1-binding protein	Mad2l1bp Mad2lbp	Mus musculus (Mouse)	276
Q9DCX2	Q9DCX2	reviewed	ATP5H_MOUSE	ATP synthase peripheral stalk subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)	Atp5pd Atp5h	Mus musculus (Mouse)	161
Q9DCZ1	Q9DCZ1	reviewed	GMPR1_MOUSE	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	Gmpr Gmpr1	Mus musculus (Mouse)	345
Q9DCZ4-2	Q9DCZ4	reviewed	MIC26_MOUSE	MICOS complex subunit Mic26 (Apolipoprotein O) (MICOS complex subunit Mic23) (Protein FAM121B)	Apoo Fam121b Mic23 Mic26	Mus musculus (Mouse)	198
Q9DD02	Q9DD02	reviewed	HIKES_MOUSE	Protein Hikeshi (Lethal gene on chromosome 7 Rinchik 6 protein)	Hikeshi L7rn6	Mus musculus (Mouse)	197
Q9DD03	Q9DD03	reviewed	RAB13_MOUSE	Ras-related protein Rab-13 (EC 3.6.5.2)	Rab13	Mus musculus (Mouse)	202
Q9DD18	Q9DD18	reviewed	DTD1_MOUSE	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase)	Dtd1 Hars2	Mus musculus (Mouse)	209
Q9EP52	Q9EP52	reviewed	TWSG1_MOUSE	Twisted gastrulation protein homolog 1	Twsg1 Tsg	Mus musculus (Mouse)	222
Q9EP53-2	Q9EP53	reviewed	TSC1_MOUSE	Hamartin (Tuberous sclerosis 1 protein homolog)	Tsc1 Kiaa0243	Mus musculus (Mouse)	1161
Q9EP53-3	Q9EP53	reviewed	TSC1_MOUSE	Hamartin (Tuberous sclerosis 1 protein homolog)	Tsc1 Kiaa0243	Mus musculus (Mouse)	1161
Q9EP69	Q9EP69	reviewed	SAC1_MOUSE	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	Sacm1l Kiaa0851 Sac1	Mus musculus (Mouse)	587
Q9EP72	Q9EP72	reviewed	EMC7_MOUSE	Endoplasmic reticulum membrane protein complex subunit 7 (ER membrane protein complex subunit 7)	Emc7 Orf3	Mus musculus (Mouse)	241
Q9EP73	Q9EP73	reviewed	PD1L1_MOUSE	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	Cd274 B7h1 Pdcd1l1 Pdcd1lg1 Pdl1	Mus musculus (Mouse)	290
Q9EP82	Q9EP82	reviewed	WDR4_MOUSE	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 (Protein Wuho homolog) (mWH) (WD repeat-containing protein 4)	Wdr4	Mus musculus (Mouse)	413
Q9EP89	Q9EP89	reviewed	LACTB_MOUSE	Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)	Lactb Lact1	Mus musculus (Mouse)	551
Q9EP97	Q9EP97	reviewed	SENP3_MOUSE	Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3) (Smt3-specific isopeptidase 1) (Smt3ip1)	Senp3 Smt3ip Smt3ip1	Mus musculus (Mouse)	568
Q9EPA7	Q9EPA7	reviewed	NMNA1_MOUSE	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide mononucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1)	Nmnat1 D4Cole1e Nmnat	Mus musculus (Mouse)	285
Q9EPB5	Q9EPB5	reviewed	SERHL_MOUSE	Serine hydrolase-like protein (SHL) (EC 3.1.-.-)	Serhl	Mus musculus (Mouse)	311
Q9EPE9	Q9EPE9	reviewed	AT131_MOUSE	Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Endoplasmic reticulum P5A-ATPase)	Atp13a1 Atp13a	Mus musculus (Mouse)	1200
Q9EPJ9	Q9EPJ9	reviewed	ARFG1_MOUSE	ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)	Arfgap1 Arf1gap	Mus musculus (Mouse)	414
Q9EPK2-2	Q9EPK2	reviewed	XRP2_MOUSE	Protein XRP2	Rp2 Rp2h	Mus musculus (Mouse)	347
Q9EPK6	Q9EPK6	reviewed	SIL1_MOUSE	Nucleotide exchange factor SIL1	Sil1	Mus musculus (Mouse)	465
Q9EPK7	Q9EPK7	reviewed	XPO7_MOUSE	Exportin-7 (Exp7) (Ran-binding protein 16)	Xpo7 Kiaa0745 Ranbp16	Mus musculus (Mouse)	1087
Q9EPL0	Q9EPL0	reviewed	XYLT2_MOUSE	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 2) (Xylosyltransferase II)	Xylt2	Mus musculus (Mouse)	865
Q9EPL4	Q9EPL4	reviewed	METL9_MOUSE	Protein-L-histidine N-pros-methyltransferase (EC 2.1.1.-) (DORA reverse strand protein) (DREV) (Methyltransferase-like protein 9) (mMETTL9)	Mettl9 drev MNCb-5680	Mus musculus (Mouse)	318
Q9EPL8	Q9EPL8	reviewed	IPO7_MOUSE	Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7)	Ipo7 Ranbp7	Mus musculus (Mouse)	1038
Q9EPL9	Q9EPL9	reviewed	ACOX3_MOUSE	Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase)	Acox3	Mus musculus (Mouse)	700
Q9EPM5-3	Q9EPM5	reviewed	SYNCI_MOUSE	Syncoilin (Syncoilin intermediate filament 1) (Syncoilin-1)	Sync Sync1	Mus musculus (Mouse)	470
